Spis3477	GO:0008094
Spis23427	GO:0005515, GO:0005871
Spis16266	GO:0005515
Spis23429	GO:0008270
Spis16267	GO:0005515
Spis11680	GO:0005515, GO:0016020, GO:0016021, GO:0042813
Spis11681	GO:0003676
Spis16269	GO:0005515
Spis11684	GO:0003676, GO:0015074
Spis11685	GO:0055114
Spis11686	GO:0055114
Spis8531	GO:0051287, GO:0055114
Spis21331	GO:0005515, GO:0007165
Spis14170	GO:0005515
Spis8534	GO:0005515
Spis8535	GO:0007165, GO:0035556
Spis21336	GO:0016021
Spis14174	GO:0006508, GO:0008236
Spis8537	GO:0006470, GO:0016311, GO:0016791
Spis3950	GO:0005634
Spis21337	GO:0042626
Spis14175	GO:0016021
Spis3951	GO:0003824, GO:0016787
Spis14176	GO:0016021, GO:0016787
Spis8539	GO:0005515, GO:0040029
Spis3952	GO:0005515, GO:0051015, GO:0090251
Spis21339	GO:0007165
Spis14177	GO:0016021
Spis3953	GO:0005509
Spis14178	GO:0016021
Spis3954	GO:0016021
Spis14179	GO:0016021
Spis3955	GO:0055114
Spis3957	GO:0003676, GO:0015074
Spis3958	GO:0005524, GO:0006468
Spis3959	GO:0032981
Spis6441	GO:0016491
Spis17962	GO:0016021
Spis12080	GO:0004144, GO:0045017
Spis6443	GO:0003677, GO:0008270, GO:0015074
Spis17963	GO:0005509, GO:0005515
Spis12081	GO:0003676
Spis6444	GO:0005509, GO:0008081, GO:0035556
Spis12082	GO:0009452
Spis12083	GO:0007276
Spis12084	GO:0032786
Spis6447	GO:0003676, GO:0003723, GO:0005515, GO:0030529
Spis12085	GO:0055114
Spis6448	GO:0005525
Spis6449	GO:0005515, GO:0016567
Spis1862	GO:0055085
Spis17969	GO:0005515
Spis12087	GO:0006355
Spis1863	GO:0055085
Spis12088	GO:0005525
Spis10400	GO:0005515
Spis12089	GO:0071025
Spis1866	GO:0006351, GO:0032549
Spis10402	GO:0016491
Spis1867	GO:0006351, GO:0032549
Spis10403	GO:0016491
Spis1868	GO:0005515
Spis10404	GO:0005515, GO:0055085
Spis4350	GO:0005515, GO:0016021, GO:0031072
Spis1869	GO:0035267
Spis10405	GO:0005525, GO:0016020
Spis4351	GO:0003993
Spis10406	GO:0005525, GO:0016020
Spis15872	GO:0004518, GO:0008270
Spis10407	GO:0005515
Spis4354	GO:0055114
Spis15874	GO:0005524
Spis10409	GO:0000975, GO:0016021
Spis4355	GO:0019285, GO:0055114
Spis15875	GO:0016810, GO:0016811
Spis4356	GO:0016021
Spis15876	GO:0008289
Spis15877	GO:0008289
Spis4358	GO:0033925
Spis15879	GO:0005158
Spis25523	GO:0005515
Spis25525	GO:0051536, GO:0051537
Spis25526	GO:0009055
Spis18364	GO:0003676
Spis25527	GO:0003677, GO:0008270, GO:0015074
Spis20940	GO:0003676, GO:0015074
Spis2260	GO:0005515
Spis13780	GO:0016887, GO:0055085
Spis2261	GO:0005515
Spis18368	GO:0003676
Spis13781	GO:0004518, GO:0008270
Spis2262	GO:0005515
Spis18369	GO:0003676, GO:0005515, GO:0007264, GO:0046983
Spis13782	GO:0016887, GO:0055085
Spis2263	GO:0008152
Spis20945	GO:0005509
Spis2264	GO:0055114, GO:0070403
Spis13784	GO:0008097
Spis13785	GO:0006508, GO:0008234, GO:0042981
Spis2266	GO:0016021
Spis13786	GO:0055114
Spis23430	GO:0003676
Spis2267	GO:0006355
Spis13787	GO:0055114
Spis13788	GO:0055114
Spis23432	GO:0003677, GO:0015074
Spis2269	GO:0042254
Spis16270	GO:0005509, GO:0055114
Spis13789	GO:0055114
Spis23434	GO:0005515, GO:0016021
Spis23435	GO:0003676
Spis16273	GO:0005515, GO:0016020
Spis23436	GO:0016829, GO:0030246
Spis23437	GO:0003676, GO:0046983
Spis16275	GO:0005515
Spis23438	GO:0003676
Spis16276	GO:0008641
Spis23439	GO:0003676, GO:0003677
Spis16277	GO:0005524, GO:0051301
Spis11691	GO:0005524, GO:0006468
Spis16279	GO:0016021
Spis11692	GO:0003677, GO:0015074, GO:0051607
Spis11694	GO:0006468
Spis21340	GO:0008270
Spis8541	GO:0006508
Spis21341	GO:0016021, GO:0055114
Spis21342	GO:0005524, GO:0006468
Spis11699	GO:0003676
Spis21344	GO:0055114
Spis8545	GO:0005515, GO:0005622, GO:0007165, GO:0008234, GO:0008270
Spis14183	GO:0003676
Spis8546	GO:0003824, GO:0016772
Spis21346	GO:0004518, GO:0008270
Spis14184	GO:0003676
Spis8547	GO:0051607
Spis21347	GO:0004518, GO:0008270
Spis3961	GO:0008168, GO:0032259
Spis21348	GO:0003676
Spis14186	GO:0016787, GO:0016814
Spis8549	GO:0003676, GO:0015074
Spis3962	GO:0005515
Spis21349	GO:0003676
Spis3963	GO:0032040
Spis14188	GO:0016787, GO:0016814
Spis3965	GO:0003723, GO:0006412
Spis3966	GO:0003677, GO:0006355, GO:0043565
Spis12503	GO:0043547, GO:0051056
Spis12504	GO:0005488, GO:0043547
Spis6450	GO:0006412
Spis3969	GO:0055085
Spis17970	GO:0003677, GO:0008152
Spis17971	GO:0003676, GO:0015074
Spis12506	GO:0016021
Spis6452	GO:0016887, GO:0055085
Spis12507	GO:0005524, GO:0006468, GO:0008270, GO:0035556
Spis6453	GO:0016887
Spis17973	GO:0005515, GO:0016020
Spis12091	GO:0000813
Spis6454	GO:0016887, GO:0055085
Spis17974	GO:0003676
Spis12092	GO:0008270
Spis6455	GO:0016887, GO:0055085
Spis12093	GO:0005525, GO:0072583
Spis6456	GO:0005515
Spis17976	GO:0008476
Spis17977	GO:0008476
Spis6458	GO:0005515
Spis1871	GO:0003677, GO:0005634
Spis17978	GO:0005488, GO:0005515
Spis12096	GO:0005509, GO:0006508, GO:0006956, GO:0007596
Spis12097	GO:0003677
Spis1873	GO:0016021
Spis1874	GO:0045454
Spis12099	GO:0046983
Spis10410	GO:0055114
Spis1875	GO:0005515, GO:0008017
Spis10411	GO:0016021
Spis1876	GO:0046854, GO:0051082
Spis10412	GO:0055114
Spis1877	GO:0003924, GO:0007017, GO:0031122
Spis10413	GO:0008270
Spis10414	GO:0005524
Spis1879	GO:0007131
Spis15880	GO:0005634
Spis10415	GO:0005509
Spis4361	GO:0005515, GO:0051260
Spis15881	GO:0005515
Spis10416	GO:0005509
Spis15882	GO:0005524
Spis10417	GO:0016021
Spis10418	GO:0016021
Spis4364	GO:0016021, GO:0016887
Spis15884	GO:0055114
Spis10419	GO:0016020
Spis4367	GO:0016021, GO:0016887
Spis25531	GO:0004518
Spis4369	GO:0003676, GO:0003723
Spis18370	GO:0008270
Spis15889	GO:0005509
Spis25533	GO:0005515
Spis18371	GO:0005515
Spis25536	GO:0005515
Spis18374	GO:0003676, GO:0005524, GO:0005634
Spis20950	GO:0007264
Spis18375	GO:0008270
Spis20952	GO:0055114
Spis13790	GO:0055114
Spis2271	GO:0005515, GO:0016020
Spis13791	GO:0005515
Spis20954	GO:0061630
Spis18379	GO:0005524, GO:0006468
Spis13792	GO:0005515
Spis2274	GO:0016020, GO:0016192
Spis20956	GO:0005515
Spis2275	GO:0016055
Spis2277	GO:0006511
Spis2278	GO:0004045, GO:0006355
Spis2279	GO:0019904
Spis16280	GO:0008152
Spis13799	GO:0006457
Spis23443	GO:0008270
Spis16281	GO:0008152
Spis23444	GO:0005524, GO:0006468
Spis16282	GO:0008152
Spis23447	GO:0005515
Spis16285	GO:0016757
Spis16286	GO:0006506
Spis16287	GO:0005524, GO:0006468
Spis16288	GO:0005515, GO:0005524, GO:0006468, GO:0035023, GO:0043565
Spis14600	GO:0005515, GO:0008270
Spis14601	GO:0003676, GO:0005515, GO:0005622, GO:0008270
Spis14602	GO:0008033
Spis14603	GO:0003676
Spis14605	GO:0006260
Spis14606	GO:0033179
Spis8552	GO:0007165
Spis21352	GO:0005525, GO:0006164
Spis14607	GO:0005524
Spis14190	GO:0003676, GO:0015074
Spis21353	GO:0016853
Spis14608	GO:0005515
Spis8554	GO:0007165
Spis14609	GO:0005515
Spis8555	GO:0055085
Spis21355	GO:0003824, GO:0033014, GO:0055114
Spis8556	GO:0055085
Spis21356	GO:0005737, GO:0006427, GO:0046654
Spis8557	GO:0055085
Spis21357	GO:0008152, GO:0008484, GO:0016787
Spis14195	GO:0005515
Spis3971	GO:0008152, GO:0016791
Spis21358	GO:0006508, GO:0008270
Spis3972	GO:0006508
Spis21359	GO:0002098, GO:0003824, GO:0016226, GO:0030246, GO:0050660, GO:0055114
Spis3973	GO:0005515
Spis3978	GO:0008017
Spis12514	GO:0050080
Spis6460	GO:0016887, GO:0055085
Spis17980	GO:0005524, GO:0006468
Spis12515	GO:0007165
Spis12516	GO:0055114
Spis12517	GO:0003677, GO:0090544
Spis6463	GO:0016558
Spis17983	GO:0004842
Spis12518	GO:0004040
Spis6464	GO:0005509
Spis15000	GO:0042157
Spis6465	GO:0005509
Spis15001	GO:0042157
Spis6466	GO:0005509
Spis15002	GO:0042157
Spis6467	GO:0005509
Spis1880	GO:0006412
Spis17987	GO:0005524, GO:0006468
Spis15003	GO:0042157
Spis6468	GO:0005509
Spis1882	GO:0005515, GO:0035091
Spis1884	GO:0003676
Spis1885	GO:0055085
Spis15008	GO:0042157
Spis10421	GO:0005524
Spis1886	GO:0055085
Spis15009	GO:0042157
Spis10422	GO:0005524, GO:0006468
Spis1887	GO:0055085
Spis10423	GO:0005576, GO:0006508
Spis1888	GO:0055085
Spis10424	GO:0005576
Spis4371	GO:0003676, GO:0005515
Spis15891	GO:0005509
Spis10426	GO:0005576
Spis4372	GO:0003676, GO:0008033
Spis15892	GO:0005509
Spis15893	GO:0005509
Spis10428	GO:0005576
Spis4374	GO:0005515
Spis15894	GO:0005509
Spis4375	GO:0007018, GO:0030286
Spis15895	GO:0005515
Spis4376	GO:0005515
Spis15896	GO:0005515, GO:0005524, GO:0007165
Spis15898	GO:0005515, GO:0016567
Spis4379	GO:0006508, GO:0046872
Spis25542	GO:0003676
Spis18380	GO:0006351, GO:0044237
Spis15899	GO:0016021
Spis25543	GO:0000166, GO:0006418, GO:0006435, GO:0043039
Spis18382	GO:0005515
Spis18383	GO:0003677, GO:0043565
Spis18384	GO:0003676
Spis18386	GO:0005515, GO:0005525
Spis25549	GO:0005515
Spis18387	GO:0005751, GO:0055114
Spis2281	GO:0008270
Spis18388	GO:0042765
Spis18389	GO:0005975
Spis2283	GO:0003676, GO:0003677, GO:0006313
Spis16701	GO:0004842, GO:0005524
Spis2284	GO:0005515
Spis2285	GO:0007186, GO:0016021
Spis20967	GO:0006353
Spis20968	GO:0005525
Spis16704	GO:0008168
Spis2287	GO:0007186, GO:0016021
Spis16705	GO:0003676, GO:0008270
Spis2288	GO:0008083
Spis23453	GO:0003676
Spis16708	GO:0043565
Spis23454	GO:0005515, GO:0016021, GO:0016500
Spis16709	GO:0043565
Spis23456	GO:0005524, GO:0006468
Spis16296	GO:0005515
Spis16298	GO:0005515
Spis14610	GO:0000166, GO:0016021
Spis14611	GO:0008152, GO:0008484
Spis14613	GO:0004129
Spis8560	GO:0055085
Spis21360	GO:0016853
Spis14615	GO:0042981
Spis8561	GO:0006950
Spis21361	GO:0005524, GO:0006468, GO:0016020
Spis8562	GO:0006950
Spis21362	GO:0016020
Spis14617	GO:0005515
Spis8563	GO:0006950
Spis8564	GO:0004518, GO:0008270
Spis21364	GO:0008234
Spis17100	GO:0016021
Spis14619	GO:0006370
Spis8565	GO:0016020, GO:0016887
Spis21365	GO:0006086, GO:0008152, GO:0008234
Spis17101	GO:0006488
Spis8566	GO:0004518
Spis21366	GO:0005525, GO:0007264
Spis3980	GO:0005515
Spis3981	GO:0016021
Spis21368	GO:0006508
Spis3982	GO:0005509, GO:0016021
Spis21369	GO:0007010
Spis17105	GO:0016021
Spis3983	GO:0016021
Spis17106	GO:0008380
Spis3984	GO:0016021
Spis12520	GO:0003676, GO:0031124
Spis1000	GO:0006355
Spis3985	GO:0005524, GO:0006468, GO:0035556
Spis17108	GO:0006397
Spis12521	GO:0005515
Spis1001	GO:0007186, GO:0016021
Spis17109	GO:0003677, GO:0055114
Spis12522	GO:0055114
Spis1002	GO:0003677, GO:0005515
Spis3987	GO:0005515
Spis12523	GO:0005524
Spis1003	GO:0015035
Spis3988	GO:0016787, GO:0046872
Spis12524	GO:0035091
Spis1004	GO:0005525, GO:0007264
Spis6470	GO:0050909, GO:0050912
Spis3989	GO:0005515, GO:0006508
Spis1005	GO:0003676, GO:0005524, GO:0009113, GO:0015074, GO:0046872
Spis6471	GO:0050909
Spis17991	GO:0008152, GO:0016757
Spis12526	GO:0008270, GO:0043565
Spis1006	GO:0006189, GO:0009113, GO:0016742, GO:0046872
Spis17992	GO:0005515
Spis12527	GO:0016573
Spis1007	GO:0016491, GO:0055114
Spis6473	GO:0016021
Spis12528	GO:0006355, GO:0043401
Spis1008	GO:0005515
Spis6474	GO:0005525, GO:0055085
Spis17994	GO:0005515
Spis15010	GO:0042157
Spis17995	GO:0005515, GO:0007186, GO:0016020, GO:0016021, GO:0016525
Spis17996	GO:0003824, GO:0018344
Spis15012	GO:0003676, GO:0015074
Spis1890	GO:0003677, GO:0006355, GO:0043565
Spis17997	GO:0006351
Spis1891	GO:0003677, GO:0043565
Spis17998	GO:0003676, GO:0005515, GO:0006412, GO:0016020
Spis15014	GO:0042157
Spis6479	GO:0016887, GO:0055085
Spis17999	GO:0005515
Spis1893	GO:0003677, GO:0043565
Spis15016	GO:0005488, GO:0006284
Spis1894	GO:0003677, GO:0006355, GO:0043565
Spis15017	GO:0090307
Spis1895	GO:0003677, GO:0043565
Spis15018	GO:0005515
Spis1896	GO:0003677, GO:0043565
Spis10432	GO:0005576
Spis1897	GO:0006772, GO:0009229, GO:0030975
Spis1898	GO:0005515, GO:0005525, GO:0007264
Spis1899	GO:0005515
Spis4382	GO:0006508
Spis18800	GO:0016021
Spis10437	GO:0005576
Spis4383	GO:0009041, GO:0019205
Spis18801	GO:0003824
Spis4384	GO:0005515
Spis4385	GO:0015986, GO:0046933
Spis18803	GO:0055114
Spis4386	GO:0006779
Spis25550	GO:0006412, GO:0015934
Spis18805	GO:0005509
Spis4388	GO:0003676
Spis25551	GO:0005515
Spis18806	GO:0005509, GO:0005515, GO:0007165
Spis4389	GO:0016021
Spis2700	GO:0016788
Spis25552	GO:0055114
Spis18390	GO:0003824, GO:0008152, GO:0019752
Spis2701	GO:0019441
Spis25553	GO:0005524, GO:0006468
Spis18808	GO:0005525
Spis18391	GO:0003824, GO:0006097
Spis2702	GO:0032580
Spis18809	GO:0005525
Spis2703	GO:0005515, GO:0016788
Spis18393	GO:0005681, GO:0006396
Spis25556	GO:0006468, GO:0055114
Spis18394	GO:0005515, GO:0016175, GO:0035091
Spis25557	GO:0003824, GO:0045239
Spis20970	GO:0006508
Spis2706	GO:0008270
Spis20971	GO:0006508
Spis18396	GO:0055085
Spis2707	GO:0005515, GO:0032456
Spis2290	GO:0005515, GO:0005525
Spis20972	GO:0005515
Spis18397	GO:0055085
Spis20973	GO:0031124
Spis20974	GO:0010181, GO:0048037, GO:0055114
Spis18399	GO:0055085
Spis16710	GO:0043565
Spis2293	GO:0005509
Spis16711	GO:0055114
Spis20976	GO:0008270
Spis16712	GO:0008152, GO:0016301
Spis20977	GO:0003676, GO:0008270
Spis16713	GO:0055114
Spis2296	GO:0003676, GO:0006313
Spis16714	GO:0046540
Spis23460	GO:0003676
Spis2297	GO:0005509, GO:0005578
Spis16715	GO:0016788, GO:0016888
Spis16716	GO:0055085
Spis23462	GO:0003676
Spis16717	GO:0055114
Spis16718	GO:0016021
Spis19200	GO:0003676
Spis16719	GO:0008476
Spis19201	GO:0005524, GO:0043141
Spis19202	GO:0008237, GO:0030335
Spis23467	GO:0003676, GO:0005515, GO:0009116
Spis19203	GO:0055114
Spis19204	GO:0005524
Spis23469	GO:0003676
Spis19207	GO:0003676
Spis3101	GO:0005515
Spis19209	GO:0042981
Spis14623	GO:0008270
Spis14624	GO:0005509, GO:0034450
Spis21370	GO:0008152
Spis3106	GO:1901222
Spis14626	GO:0006508, GO:0030414
Spis21372	GO:0003676
Spis14627	GO:0006508, GO:0008237, GO:0008270, GO:0016020
Spis3108	GO:0005515, GO:0008270
Spis21373	GO:0005509
Spis3109	GO:0055085
Spis21374	GO:0008176
Spis17111	GO:0005515, GO:0032012
Spis8576	GO:0035023
Spis8577	GO:0006397, GO:0006412
Spis17113	GO:0007264
Spis8578	GO:0005515, GO:0008270
Spis21378	GO:0003824, GO:0004518, GO:0006281
Spis17114	GO:0003677
Spis8579	GO:0005515, GO:0008270
Spis3992	GO:0005524, GO:0006468
Spis21379	GO:0016021
Spis17115	GO:0003676
Spis3993	GO:0005524, GO:0006468
Spis3994	GO:0005515
Spis17117	GO:0008612
Spis12530	GO:0006355, GO:0008270, GO:0043401, GO:0043565
Spis1010	GO:0004518
Spis3995	GO:0008270
Spis17118	GO:0006744
Spis1011	GO:0005525
Spis17119	GO:0004298, GO:0051603
Spis12532	GO:0008152, GO:0016791
Spis1012	GO:0008295
Spis12533	GO:0055114
Spis3998	GO:0007059
Spis12534	GO:0005515, GO:0019905
Spis1014	GO:0003676, GO:0008408
Spis6480	GO:0008168
Spis3999	GO:0003676, GO:0006457
Spis12535	GO:0016765
Spis1015	GO:0016021
Spis12536	GO:0005515, GO:0005622, GO:0008270
Spis1016	GO:0055085
Spis6483	GO:0006508, GO:0008237, GO:0008270
Spis1018	GO:0005515
Spis6484	GO:0003824
Spis15020	GO:0006284
Spis12539	GO:0005524
Spis6485	GO:0006457
Spis15021	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis15022	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis15023	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis15024	GO:0005515, GO:0008076, GO:0051260, GO:0055085
Spis4800	GO:0003676
Spis15025	GO:0016020
Spis4801	GO:0003677, GO:0015074
Spis4802	GO:0003676, GO:0015074
Spis10440	GO:0005576
Spis4803	GO:0005515
Spis10441	GO:0005975
Spis4804	GO:0005525, GO:0090382
Spis10442	GO:0016020, GO:0016021
Spis10443	GO:0016020, GO:0016021
Spis10444	GO:0005515
Spis4807	GO:0016491, GO:0055114
Spis4808	GO:0005515
Spis10446	GO:0006351, GO:0046983
Spis4809	GO:0005509
Spis4392	GO:0003824, GO:0008152
Spis10447	GO:0007165
Spis4393	GO:0005509
Spis4394	GO:0033177, GO:0033179
Spis10449	GO:0007165
Spis4395	GO:0008146
Spis25560	GO:0016021
Spis18815	GO:0015074, GO:0051607
Spis4398	GO:0006096, GO:0016773, GO:0046835
Spis18816	GO:0003676, GO:0015074
Spis4399	GO:0030246
Spis18818	GO:0003676
Spis25564	GO:0005509, GO:0030246
Spis18819	GO:0003676, GO:0008408
Spis2713	GO:0006260, GO:0006270, GO:0042555
Spis25565	GO:0003899, GO:0006351, GO:0032549
Spis25566	GO:0006284
Spis2715	GO:0006355
Spis20980	GO:0031966
Spis25568	GO:0003676
Spis20981	GO:0003676
Spis2717	GO:0051033
Spis20982	GO:0004518, GO:0008234
Spis2718	GO:0051033
Spis20983	GO:0003676
Spis2719	GO:0005515
Spis20984	GO:0004518, GO:0008234
Spis16720	GO:0006418, GO:0006420
Spis23470	GO:0004518, GO:0008270
Spis20989	GO:0046933
Spis16725	GO:0005509
Spis5206	GO:0003677, GO:0005524, GO:0006468
Spis5207	GO:0007165
Spis5208	GO:0006367
Spis23473	GO:0003676, GO:0015074
Spis5209	GO:0003676, GO:0003677
Spis16729	GO:0003676
Spis23476	GO:0003676
Spis19212	GO:0042981
Spis19213	GO:0004352, GO:0055114
Spis19214	GO:0008270
Spis23479	GO:0016021
Spis3110	GO:0051537
Spis14630	GO:0003676, GO:0003723, GO:0005524, GO:0008270
Spis3111	GO:0051537
Spis19218	GO:0008270
Spis14631	GO:0055114
Spis19219	GO:0008270
Spis14632	GO:0005515
Spis14633	GO:0005515, GO:0008270, GO:0046872
Spis3114	GO:0005515, GO:0035556
Spis14634	GO:0023052
Spis8580	GO:0005515
Spis21380	GO:0005515, GO:0035556
Spis14635	GO:0046854
Spis8581	GO:0005515
Spis3116	GO:0032012
Spis14636	GO:0003676
Spis8582	GO:0006412
Spis21382	GO:0003676, GO:0015074
Spis14637	GO:0005515, GO:0055114
Spis14638	GO:0005515
Spis8584	GO:0005515
Spis3119	GO:0005515
Spis17120	GO:0006397
Spis14639	GO:0005515, GO:0005852
Spis8585	GO:0005096, GO:0005515
Spis17121	GO:0019887
Spis8586	GO:0005525, GO:0007005
Spis17122	GO:0046982
Spis17123	GO:0005515, GO:0016853
Spis8588	GO:0006355, GO:0006915, GO:0044212
Spis17124	GO:0005509, GO:0005515, GO:0006396
Spis6900	GO:0046983
Spis17125	GO:0055085
Spis6901	GO:0000228, GO:0005515
Spis17126	GO:0016021
Spis17127	GO:0031083
Spis12540	GO:0008076, GO:0016020
Spis1020	GO:0055114
Spis17128	GO:0055114
Spis1021	GO:0016021
Spis17129	GO:0003676
Spis12542	GO:0003950
Spis1022	GO:0016021
Spis6905	GO:2000145
Spis12543	GO:0005515
Spis1023	GO:0016021
Spis6906	GO:0006355
Spis12544	GO:0016020
Spis1024	GO:0016021
Spis6907	GO:2000145
Spis12545	GO:0007275, GO:0008233, GO:0016539
Spis1025	GO:0008152, GO:0016021, GO:0016491, GO:0016788
Spis12546	GO:0016020
Spis1026	GO:0008152, GO:0016021
Spis6909	GO:0003676, GO:0015074
Spis12547	GO:0051276
Spis1027	GO:0016021
Spis12548	GO:0003676
Spis1028	GO:0008152, GO:0016021, GO:0016491, GO:0016788
Spis15030	GO:0043142
Spis15032	GO:0006412
Spis15034	GO:0005856
Spis4810	GO:0005515
Spis4811	GO:0003677, GO:0043565
Spis15036	GO:0005515, GO:0016560
Spis4812	GO:0005515
Spis15037	GO:0009263, GO:0055114
Spis10450	GO:0005515, GO:0007165
Spis4813	GO:0005515
Spis4814	GO:0005509
Spis10452	GO:0007165
Spis4815	GO:0005509
Spis10453	GO:0007165
Spis10455	GO:0007165
Spis4818	GO:0055114
Spis7300	GO:0005509
Spis4819	GO:0055114
Spis20100	GO:0003676, GO:0003677
Spis10457	GO:0007165
Spis18821	GO:0004518
Spis20102	GO:0005515, GO:0005524, GO:0006468
Spis18822	GO:0006508
Spis18823	GO:0003676, GO:0015074
Spis20104	GO:0003676
Spis25570	GO:0010181, GO:0055114
Spis20105	GO:0003676
Spis18825	GO:0098655
Spis25571	GO:0016787
Spis20106	GO:0008270, GO:0008408
Spis25572	GO:0005515
Spis20107	GO:0008270
Spis7308	GO:0055114
Spis2721	GO:0051033
Spis25573	GO:0006265
Spis7309	GO:0055114
Spis2722	GO:0005515
Spis20109	GO:0003676
Spis2725	GO:0005515, GO:0060271
Spis2726	GO:0005634
Spis20992	GO:0005515, GO:0016020
Spis2728	GO:0003677, GO:0043565
Spis20993	GO:0005515
Spis2729	GO:0003677, GO:0043565
Spis20994	GO:0003676, GO:0005524, GO:0006468
Spis5211	GO:0005643
Spis20995	GO:0003676
Spis16731	GO:0005509, GO:0008076, GO:0051260, GO:0055085
Spis5212	GO:0008083
Spis20996	GO:0004518, GO:0008270
Spis16732	GO:0008076, GO:0051260, GO:0055085
Spis5213	GO:0016021
Spis5214	GO:0033177, GO:0033179
Spis16734	GO:0003676
Spis23480	GO:0005488, GO:0005515
Spis20999	GO:0003676
Spis16735	GO:0005975
Spis5216	GO:0003676
Spis23481	GO:0006412
Spis16736	GO:0003677, GO:0006355
Spis5217	GO:0055085
Spis23482	GO:0046872
Spis5219	GO:0042393
Spis23484	GO:0005515
Spis16739	GO:0007018, GO:0008017, GO:0051315
Spis23485	GO:0005515
Spis19221	GO:0005515, GO:0007264
Spis19223	GO:0003676
Spis23488	GO:0005515
Spis21800	GO:0005515
Spis19226	GO:0008152, GO:0009395
Spis3120	GO:0005524, GO:0005534, GO:0016773, GO:0046835
Spis19227	GO:0005515, GO:0055085, GO:0070588
Spis14640	GO:0005515, GO:0035556
Spis3121	GO:0008270, GO:0046872
Spis21803	GO:0016020
Spis19228	GO:0005515
Spis14641	GO:0003677, GO:0043047
Spis21804	GO:0005515
Spis19229	GO:0005515
Spis3123	GO:0005515, GO:0008270
Spis21805	GO:0008119, GO:0008757
Spis3124	GO:0005515
Spis21806	GO:0003677, GO:0016593
Spis14644	GO:0055085, GO:0070588
Spis3125	GO:0005515, GO:0008270
Spis21807	GO:0046872
Spis3126	GO:0008270
Spis21808	GO:0005515
Spis14646	GO:0006508
Spis3127	GO:0005515, GO:0008270
Spis14647	GO:0003676
Spis8593	GO:0043565
Spis3128	GO:0005509
Spis14648	GO:0006310
Spis8594	GO:0005515
Spis21394	GO:0003676, GO:0008270, GO:0015074
Spis17130	GO:0005515
Spis14649	GO:0008076
Spis8595	GO:0016192
Spis8596	GO:0005524
Spis17132	GO:0016787
Spis8598	GO:0005524, GO:0006468
Spis21398	GO:0006468
Spis17134	GO:0006950
Spis6910	GO:0003676
Spis21399	GO:0005515, GO:0005524, GO:0006468
Spis6911	GO:0003676
Spis6912	GO:0016021
Spis1030	GO:0016021
Spis12551	GO:0005524, GO:0006468
Spis6914	GO:0016021
Spis17139	GO:0005515, GO:0007165
Spis12552	GO:0005515
Spis1032	GO:0016021
Spis12553	GO:0005515
Spis1033	GO:0016021
Spis12554	GO:0005634, GO:0016021
Spis12555	GO:0008270
Spis12556	GO:0005515
Spis1036	GO:0005515
Spis9400	GO:0003676, GO:0015074, GO:0055114
Spis6919	GO:0007165
Spis22200	GO:0003676, GO:0046983
Spis12557	GO:0016021
Spis1037	GO:0005515
Spis9401	GO:0003677, GO:0008270
Spis22201	GO:0003676, GO:0046983
Spis1038	GO:0016021
Spis9402	GO:0016021
Spis15040	GO:0007165
Spis12559	GO:0006659
Spis1039	GO:0031625, GO:0055114
Spis9403	GO:0003953
Spis15041	GO:0005509, GO:0007155, GO:0016020
Spis9404	GO:0046556
Spis9405	GO:0046556
Spis15043	GO:0003676
Spis9406	GO:0046556
Spis22206	GO:0055114
Spis9407	GO:0046556
Spis9408	GO:0046556
Spis4821	GO:0005515
Spis9409	GO:0046556
Spis4822	GO:0005515, GO:0016021
Spis4823	GO:0016021
Spis15048	GO:0006241
Spis10461	GO:0003676
Spis4824	GO:0005515
Spis15049	GO:0003677, GO:0006355
Spis10463	GO:0003676, GO:0015074
Spis4826	GO:0016021
Spis10464	GO:0006508
Spis4827	GO:0016021, GO:0055085
Spis4828	GO:0003824, GO:0030170, GO:0070189
Spis7310	GO:0005515
Spis4829	GO:0006464
Spis20110	GO:0003676, GO:0005515, GO:0008270
Spis18830	GO:0008270
Spis7312	GO:0006334
Spis18832	GO:0008168
Spis7313	GO:0006508
Spis18834	GO:0005515
Spis25580	GO:0047429
Spis18835	GO:0007165, GO:0009116
Spis2730	GO:0003677, GO:0043565
Spis25582	GO:0005096
Spis20117	GO:0071595
Spis18837	GO:0030976
Spis2731	GO:0005515
Spis20118	GO:0005515
Spis20119	GO:0043248
Spis18839	GO:0008152, GO:0016747
Spis2733	GO:0008270
Spis25585	GO:0005524, GO:0008716, GO:0046872
Spis2734	GO:0005201
Spis25586	GO:0005515
Spis2736	GO:0005201, GO:0030414
Spis2737	GO:0005201
Spis25589	GO:0005975
Spis23901	GO:0003676, GO:0015074
Spis2739	GO:0045892
Spis23902	GO:0055114
Spis16740	GO:0005515
Spis16741	GO:0005515
Spis5223	GO:0005515
Spis16744	GO:0005509
Spis5225	GO:0005509, GO:0005515
Spis23490	GO:0005515
Spis23491	GO:0005515
Spis5227	GO:0022904
Spis23909	GO:0005488
Spis16747	GO:0007186, GO:0016021
